State,Date,Official,Official_Name,Emergency_Declaration,Health_Declaration,Stayhome_Restrictions,Natguard_Restrictions,Travel_Restrictions,Gatheringban_rawlimit,Election_delay,Election_change,Public_meetings,x,y
Connecticut,3/31/2020 1:00:00,Governor,Ned Lamont,0,0,0,0,0,0,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,4/1/2020 0:00:00,Governor,Ned Lamont,0,0,0,0,0,0,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,3/10/2020 0:00:00,Governor,Ned Lamont,1,1,0,0,0,0,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,3/12/2020 0:00:00,Governor,Ned Lamont,0,0,0,0,0,250,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,3/13/2020 0:00:00,Governor,Ned Lamont,0,0,0,0,0,0,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,3/14/2020 0:00:00,Governor,Ned Lamont,0,0,0,0,0,0,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,3/15/2020 0:00:00,Governor,Ned Lamont,0,0,0,0,0,0,0,0,0,-8097191.174799999,5097304.783699997
Connecticut,3/16/2020 0:00:00,Governor,Ned Lamont,0,0,0,0,0,50,0,0,0,-8097191.174799999,5097304.783699997
Delaware,3/13/2020 0:00:00,Governor,John Carney,1,1,0,1,"no driving restrictions, state employees may not travel out of state",100,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/16/2020 0:00:00,Governor,John Carney,0,0,0,0,0,50,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/18/2020 0:00:00,Governor,John Carney,0,0,0,0,0,50,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/18/2020 1:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/19/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/21/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/22/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/23/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/23/2020 1:00:00,Governor,John Carney,0,0,1,0,only essential travel permitted,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/23/2020 2:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/24/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,1,0,0,-8401000.5705,4722835.802000001
Delaware,3/29/2020 0:00:00,Governor,John Carney,0,0,0,0,requires and outlines 14 day self quarantine for out of state visitors,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,3/30/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/1/2020 0:00:00,Governor,John Carney,0,0,0,0,0,10,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/6/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/10/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/15/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/23/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/25/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,4/30/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,0,0,0,-8401000.5705,4722835.802000001
Delaware,5/7/2020 0:00:00,Governor,John Carney,0,0,0,0,0,0,1,0,0,-8401000.5705,4722835.802000001
Florida,3/1/2020 0:00:00,Governor,Ron Desantis,0,1,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/9/2020 0:00:00,Governor,Ron Desantis,1,0,0,1,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/10/2020 0:00:00,State Coordinating Officer,Jared Moskowitz,0,0,0,0,Suspend rules of use for statewide travel management system,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/10/2020 1:00:00,State Surgen General,Scott A. Rivkees,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/11/2020 0:00:00,State Coordinating Officer,Jared Moskowitz,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/12/2020 0:00:00,State Coordinating Officer,Jared Moskowitz,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/12/2020 1:00:00,Commissioner Office of Financial Regulation,Russell Weigel,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/13/2020 0:00:00,State Coordinating Officer,Jared Moskowitz,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/13/2020 1:00:00,State Coordinating Officer,Jared Moskowitz,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/13/2020 2:00:00,Secretary Dept of Transportation,Kevin J. Thibault,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/14/2020 0:00:00,Director Department of Highway Safety and Motor Vehicles,Terry L. Rhodes,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/15/2020 0:00:00,State Coordinating Officer,Jared Moskowitz,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/15/2020 1:00:00,Director Department of Highway Safety and Motor Vehicles,Terry L. Rhodes,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/16/2020 0:00:00,Secretary of dept of business and professional regulation,Halsey Beshears,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/16/2020 1:00:00,Secretary Department of Management Services,Jonathan R. Satter,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/16/2020 2:00:00,State Surgen General,Scott A. Rivkees,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/17/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/19/2020 0:00:00,Secretary Dept Juvenile Justice,Simone Marstiller,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/20/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/20/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/20/2020 2:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/20/2020 3:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/20/2020 4:00:00,Director of Dept of economic opportunity,Ken Lawson,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/20/2020 5:00:00,Commissioner Office of Financial Regulation,Russell Weigel,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/21/2020 0:00:00,State Surgen General,Scott A. Rivkees,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/22/2020 0:00:00,Director Agency for persons with Disabilities,Barbara Palmer,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/22/2020 1:00:00,Secretary of DCFS,Chad Poppell,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/22/2020 2:00:00,Intierm Secretary (Lottery),Samantha Ferrin,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/23/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,Airport travel 14-day quarantine (from NY tri-state area),0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/23/2020 1:00:00,Secretary of dept of business and professional regulation,Halsey Beshears,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/23/2020 2:00:00,Secretary of dept of business and professional regulation,Halsey Beshears,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/23/2020 3:00:00,Commissioner of Education,Richard Corcoran,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/24/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,10,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/24/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,"all persons who enter the State of Florida from an area with substantial community spread, to include the New York Tri-State Area (Connecticut, New Jersey and New York), regardless of travel medium",0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/25/2020 0:00:00,State Surgen General,Scott A. Rivkees,0,0,0,0,0,10,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/26/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/26/2020 1:00:00,Director Dept of Revenue,Jim Zingale,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/26/2020 2:00:00,Director Dept of Revenue,Jim Zingale,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/26/2020 3:00:00,Commissioner Office of Financial Regulation,Russell Weigel,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/27/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,All persons entering state with substantial community spread (Louisiana) by roadways to quarantine for 14days,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/27/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/27/2020 2:00:00,Secretary of dept of business and professional regulation,Halsey Beshears,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/30/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/30/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,3/31/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/1/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,10,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/1/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/2/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/2/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/6/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/8/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,1,0,0,-9093538.7869,3320528.3671000004
Florida,4/10/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/16/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/17/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/29/2020 0:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/29/2020 1:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/29/2020 2:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/29/2020 3:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/29/2020 4:00:00,Governor,Ron Desantis,0,0,0,0,0,0,0,0,0,-9093538.7869,3320528.3671000004
Florida,4/29/2020 5:00:00,Governor,Ron Desantis,0,0,0,0,avoid nonessential travel,10,0,0,Alters local government public meetings,-9093538.7869,3320528.3671000004
Georgia,3/14/2020 0:00:00,Governor,Brian Kemp,1,1,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/14/2020 1:00:00,Governor,Brian Kemp,0,0,0,1,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/16/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/20/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/20/2020 1:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/23/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/23/2020 1:00:00,Governor,Brian Kemp,0,0,0,0,0,10,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/24/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/25/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/26/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/26/2020 1:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/27/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/30/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/30/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/30/2020 1:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/31/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/31/2020 0:00:00,Governor,Briain Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/31/2020 1:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/31/2020 2:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/31/2020 3:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,4/1/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,4/2/2020 0:00:00,Governor,Brian Kemp,0,0,1,0,0,10,0,0,0,-9289003.079,3848717.4228999987
Georgia,4/3/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,4/8/2020 0:00:00,Governor,Brian Kemp,0,renewed until May 13,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,4/8/2020 1:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Georgia,3/12/2020 0:00:00,Governor,Brian Kemp,0,0,0,0,0,0,0,0,0,-9289003.079,3848717.4228999987
Hawaii,3/4/2020 0:00:00,Governor,David Y. Ige,1,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/16/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/17/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,avoid discretionary travel,10,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/20/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/21/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,14 day self quarantine entering the state,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/21/2020 1:00:00,Director of Emergency Management,Kenneth S. Hara,0,0,0,0,travelers must quarantine for 14 days,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/23/2020 0:00:00,Governor,David Y. Ige,0,0,1,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/23/2020 1:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/24/2020 0:00:00,DOE Superintendent,Christina Kishimoto,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/29/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,3/31/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,extends 14 day quarantine to inter-island travel,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,4/7/2020 0:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,4/16/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,4/16/2020 1:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,4/16/2020 2:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,4/16/2020 3:00:00,Governor,David Y. Ige,0,0,0,0,0,0,0,0,0,-17582204.6805,2444367.181499999
Hawaii,4/25/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,travel between states/countries/islands requires 14 day quarantine,2,0,0,0,-17582204.6805,2444367.181499999
Hawaii,5/5/2020 0:00:00,Governor,David Y. Ige,0,0,0,0,travel between states/countries/islands requires 14 day quarantine;,2,0,0,0,-17582204.6805,2444367.181499999
Idaho,3/13/2020 0:00:00,Governor,Brad Little,1,1,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/16/2020 0:00:00,Governor,Brad LIttle,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/23/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/23/2020 1:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/23/2020 2:00:00,Board of Education,n/a,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/25/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/25/2020 1:00:00,"Dir., Dept of Health",Dave Jeppesen,0,0,1,0,essential travel only,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/27/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/27/2020 1:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,3/27/2020 2:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,4/2/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,4/7/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,4/30/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,5/5/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,5/15/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Idaho,5/16/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,10,0,0,0,-12763831.2478,5525838.7875000015
Idaho,5/19/2020 0:00:00,Governor,Brad Little,0,0,0,0,0,0,0,0,0,-12763831.2478,5525838.7875000015
Illinois,3/9/2020 0:00:00,Governor,JB Pritzker,1,1,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/12/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/13/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,1000,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/13/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/15/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/16/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,50,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/17/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/19/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/20/2020 0:00:00,Governor,JB Pritzker,0,0,7-Apr,0,"all travel is prohibited (auto, motorcylce, scoorter, bike, train plane, public transit (unless essential).",10,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/23/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/24/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/26/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/26/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/26/2020 2:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/26/2020 3:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/26/2020 4:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/27/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/28/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/28/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/28/2020 2:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/28/2020 3:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/30/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,3/31/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/1/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/1/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/2/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/7/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/9/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/10/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/14/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/16/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/17/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/20/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/20/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/23/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/24/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/30/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,10,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/30/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,4/30/2020 2:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,5/1/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,5/1/2020 1:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,5/13/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,0,0,0,0,-9925095.6182,4882529.082900003
Illinois,5/29/2020 0:00:00,Governor,JB Pritzker,0,0,0,0,0,10,0,0,0,-9925095.6182,4882529.082900003
Indiana,3/6/2020 0:00:00,Governor,Eric J. Holcomb,1,1,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/13/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/16/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,1,0,50,0,0,0,-9604845.3158,4854295.68
Indiana,3/19/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/19/2020 1:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/20/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,1,0,0,-9604845.3158,4854295.68
Indiana,3/23/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/23/2020 1:00:00,Governor,Eric J. Holcomb,0,0,6-Apr,0,essential travel for essential activities only,10,0,0,0,-9604845.3158,4854295.68
Indiana,3/23/2020 2:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/23/2020 3:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/26/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/30/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/31/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,3/31/2020 1:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
